공시일,시각,애프터,종목코드,종목명,decile,관리부담,사유성격,정지사유,동반공시,정지공시_원문
20240417,18:37:21,Y,393360,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,신한제8호기업인수목적 주식회사 상장폐지,신한제8호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20240422,14:44:15,,900280,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,풍문 또는 보도 관련,케이만금세기차륜집단유한공사 조회공시요구(풍문또는보도)(감사의견 비적정설),케이만금세기차륜집단유한공사 주권매매거래정지(풍문 또는 보도 관련)
20240422,16:43:13,Y,025980,아난티,D2,뉴스형(즉시조치),부실·위험,회계처리 기준위반,(주)아난티 회계처리기준위반행위로인한검찰기소,(주)아난티 주권매매거래정지(회계처리 기준위반)
20240423,16:49:50,Y,036630,세종텔레콤,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"세종텔레콤(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20240423,17:20:25,Y,263540,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,,주식회사 어스앤에어로스페이스 주권매매거래정지(투자자 보호)
20240424,15:42:17,Y,430460,(상장폐지),(유니버스 밖),뉴스형(즉시조치),자본·조직변동,SPAC 합병(예비심사청구대상,한화플러스제3호기업인수목적(주) 회사합병 결정(SPAC 소멸합병),한화플러스제3호기업인수목적(주) 주권매매거래정지(SPAC 합병(예비심사청구대상))
20240424,16:01:13,Y,288330,파라택시스코리아,D3,뉴스형(즉시조치),자본·조직변동,무상증자,브릿지바이오테라퓨틱스 주식회사 유무상증자결정,브릿지바이오테라퓨틱스 주식회사 주권매매거래정지(무상증자)
20240424,17:13:05,Y,192410,오늘이엔엠,D6,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"휴림네트웍스(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20240424,17:40:37,Y,016670,디모아,D9,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)디모아 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20240425,14:16:44,,331520,밸로프,D8,뉴스형(즉시조치),자본·조직변동,영업양수도,(주)밸로프 영업양수 결정,(주)밸로프 주권매매거래정지(영업양수도)
20240425,16:52:31,Y,458320,(상장폐지),(유니버스 밖),뉴스형(즉시조치),자본·조직변동,SPAC 합병(예비심사청구대상,케이비제26호기업인수목적(주) 회사합병 결정(SPAC 소멸합병),케이비제26호기업인수목적(주) 주권매매거래정지(SPAC 합병(예비심사청구대상))
20240425,17:14:32,Y,363260,모비데이즈,D4,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)모비데이즈 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20240425,17:22:40,Y,042940,상지건설,D4,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)상지건설 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20240429,18:09:27,Y,391060,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,엔에이치기업인수목적20호(주) 관리종목지정사유추가(상장폐지사유 발생),엔에이치기업인수목적20호(주) 주권매매거래정지(상장폐지 사유발생)
20240430,16:16:15,Y,418170,(상장폐지),(유니버스 밖),뉴스형(즉시조치),자본·조직변동,SPAC 합병(예비심사청구대상,하나금융22호기업인수목적 주식회사 회사합병 결정(SPAC 소멸합병),하나금융22호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20240502,15:46:11,Y,052260,현대바이오랜드,D7,뉴스형(즉시조치),자본·조직변동,무상증자,(주)현대바이오랜드 무상증자결정,(주)현대바이오랜드 주권매매거래정지(무상증자)
20240502,17:37:12,Y,036930,주성엔지니어링,D1,뉴스형(즉시조치),자본·조직변동,분할,주성엔지니어링(주) 회사분할 결정(물적분할),주성엔지니어링(주) 주권매매거래정지(분할)
20240503,15:51:13,Y,079970,투비소프트,D7,뉴스형(즉시조치),자본·조직변동,자본감소,(주)투비소프트 감자결정,(주)투비소프트 주권매매거래정지(자본감소)
20240507,11:04:31,,199820,제일일렉트릭,D1,뉴스형(즉시조치),자본·조직변동,무상증자,제일전기공업(주) 무상증자결정,제일전기공업(주) 주권매매거래정지(무상증자)
20240508,16:21:45,Y,178320,서진시스템,D1,뉴스형(즉시조치),자본·조직변동,분할,(주)서진시스템 회사분할 결정(인적분할),(주)서진시스템 주권매매거래정지(분할)
20240514,16:23:30,Y,422040,(상장폐지),(유니버스 밖),뉴스형(즉시조치),자본·조직변동,SPAC 합병(예비심사청구대상,엔에이치기업인수목적23호 주식회사 회사합병 결정(SPAC 소멸합병),엔에이치기업인수목적23호 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20240514,16:49:16,Y,060260,뉴보텍,D8,뉴스형(즉시조치),자본·조직변동,자본감소,(주)뉴보텍 감자결정,(주)뉴보텍 주권매매거래정지(자본감소)
20240514,17:59:16,Y,119850,지엔씨에너지,D2,뉴스형(즉시조치),자본·조직변동,우회상장여부 및 요건충족확인,(주)지엔씨에너지 타법인 주식 및 출자증권 양수결정,(주)지엔씨에너지 주권매매거래정지(우회상장여부 및 요건충족확인)
20240516,18:35:41,Y,317240,TS트릴리온,D6,뉴스형(즉시조치),부실·위험,불성실공시법인 지정,(주)티에스트릴리온 불성실공시법인지정(공시변경 3건),(주)티에스트릴리온 주권매매거래정지(불성실공시법인 지정)
20240520,17:30:48,Y,405640,(상장폐지),(유니버스 밖),집행형(부담 낮음),자본·조직변동,SPAC 소멸합병,,신한제9호기업인수목적 주식회사 주권매매거래정지(SPAC 소멸합병)
20240521,11:28:10,,053950,경남제약,D6,뉴스형(즉시조치),자본·조직변동,자본감소,경남제약 주식회사 감자결정,경남제약 주식회사 주권매매거래정지(자본감소)
20240521,20:12:09,,049470,비트플래닛,D6,뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상(사유발생,에스지에이(주) 기타시장안내(상장적격성 실질심사 관련 안내),에스지에이(주) 주권매매거래정지(상장적격성 실질심사 대상(사유발생))
20240528,17:22:29,Y,045660,에이텍,D3,뉴스형(즉시조치),자본·조직변동,영업양수도,(주)에이텍 영업양수 결정,(주)에이텍 주권매매거래정지(영업양수도)
20240530,15:41:15,Y,446150,(상장폐지),(유니버스 밖),뉴스형(즉시조치),자본·조직변동,SPAC 합병(예비심사청구대상,유안타제12호기업인수목적 주식회사 회사합병 결정(SPAC 소멸합병),유안타제12호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20240603,18:12:40,Y,386580,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,한화플러스제2호기업인수목적(주) 관리종목지정사유추가(상장폐지 사유발생),한화플러스제2호기업인수목적(주) 주권매매거래정지(상장폐지 사유발생)
20240604,16:14:59,Y,268600,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,(주)셀리버리 (정정)상장폐지,(주)셀리버리 주권매매거래정지(투자자 보호)
20240604,17:23:40,Y,053590,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,(주)한국테크놀로지 (정정)상장폐지,(주)한국테크놀로지 주권매매거래정지(투자자 보호)
20240611,11:03:17,,083450,GST,D1,뉴스형(즉시조치),자본·조직변동,무상증자,(주)글로벌스탠다드테크놀로지 무상증자결정,(주)글로벌스탠다드테크놀로지 주권매매거래정지(무상증자)
20240612,10:21:15,,450520,인스웨이브,D4,뉴스형(즉시조치),자본·조직변동,무상증자,(주)인스웨이브시스템즈 본점소재지변경,(주)인스웨이브시스템즈 주권매매거래정지(무상증자)
20240614,15:24:22,,443670,에스피소프트,D1,뉴스형(즉시조치),자본·조직변동,우회상장여부 및 요건충족확인,주식회사 에스피소프트 주식교환ㆍ이전 결정,주식회사 에스피소프트 주권매매거래정지(우회상장여부 및 요건충족확인)
20240614,15:49:34,Y,412930,(상장폐지),(유니버스 밖),뉴스형(즉시조치),자본·조직변동,SPAC 합병(예비심사청구대상,미래에셋비전기업인수목적1호 주식회사 회사합병 결정(SPAC 소멸합병),미래에셋비전기업인수목적1호 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20240617,14:54:15,,432470,케이엔에스,D4,뉴스형(즉시조치),자본·조직변동,무상증자,(주)케이엔에스 무상증자결정,(주)케이엔에스 주권매매거래정지(무상증자)
20240617,15:41:18,Y,276730,한울앤제주,D6,뉴스형(즉시조치),자본·조직변동,자본감소,제주맥주(주) 감자결정,제주맥주(주) 주권매매거래정지(자본감소)
20240618,17:42:11,Y,076080,웰크론한텍,D9,뉴스형(즉시조치),부실·위험,중요한 영업정지,(주)웰크론한텍 영업정지,(주)웰크론한텍 주권매매거래정지(중요한 영업정지)
20240619,17:44:57,Y,053950,경남제약,D6,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"경남제약 주식회사 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20240619,18:21:26,Y,388800,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,유진기업인수목적7호 주식회사 관리종목지정사유추가(상장폐지 사유발생),유진기업인수목적7호 주식회사 주권매매거래정지(상장폐지 사유발생)
20240620,15:31:14,,119860,(상장폐지),D4,뉴스형(즉시조치),자본·조직변동,"주식교환, 이전",(주)커넥트웨이브 감자결정,"(주)커넥트웨이브 주권매매거래정지(주식교환, 이전)"
20240620,18:40:01,Y,323230,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,불성실공시법인 지정,엠에프엠코리아(주) 불성실공시법인지정(공시불이행 3건),엠에프엠코리아(주) 주권매매거래정지(불성실공시법인 지정)
20240621,10:51:12,,357880,SKAI,D3,뉴스형(즉시조치),자본·조직변동,무상증자,(주)비트나인 유무상증자결정(주주배정후 실권주 일반공모),(주)비트나인 주권매매거래정지(무상증자)
20240625,13:56:11,,246250,에스엘에스바이오,D6,뉴스형(즉시조치),자본·조직변동,무상증자,(주)에스엘에스바이오 주주명부폐쇄기간 또는 기준일 설정,(주)에스엘에스바이오 주권매매거래정지(무상증자)
20240625,17:20:54,Y,214310,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,(주)에스엘에너지 기타시장안내(정리매매 보류 관련),(주)에스엘에너지 주권매매거래정지(투자자 보호)
20240626,16:49:13,Y,043100,알파AI,D7,뉴스형(즉시조치),자본·조직변동,자본감소,(주)솔고바이오메디칼 주주명부폐쇄기간 또는 기준일 설정,(주)솔고바이오메디칼 주권매매거래정지(자본감소)
20240627,11:48:26,,238200,비피도,D10,뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상 (사유발생,주식회사 비피도 횡령ㆍ배임혐의발생,주식회사 비피도 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20240701,16:06:34,Y,317240,TS트릴리온,D6,뉴스형(즉시조치),부실·위험,풍문 또는 보도 관련,(주)티에스트릴리온 조회공시요구(풍문또는보도)(채권자에 의한 회생절차개시신청설),(주)티에스트릴리온 주권매매거래정지(풍문 또는 보도 관련)
20240704,17:44:13,Y,455250,(상장폐지),(유니버스 밖),뉴스형(즉시조치),자본·조직변동,SPAC 합병(예비심사청구대상,케이비제25호기업인수목적 주식회사 회사합병 결정(SPAC 소멸합병),케이비제25호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20240705,17:19:32,Y,060260,뉴보텍,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)뉴보텍 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20240710,17:16:29,Y,323230,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상 (사유발생,엠에프엠코리아(주) 기타시장안내(상장적격성 실질심사 관련 안내),엠에프엠코리아(주) 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20240712,16:42:21,Y,322510,제이엘케이,D4,뉴스형(즉시조치),자본·조직변동,무상증자,(주)제이엘케이 유무상증자결정(주주배정 후 실권주 일반공모),(주)제이엘케이 주권매매거래정지(무상증자)
20240712,16:45:15,Y,413600,(상장폐지),(유니버스 밖),뉴스형(즉시조치),자본·조직변동,SPAC 합병(예비심사청구대상,키움제6호기업인수목적 주식회사 회사합병 결정(SPAC 소멸합병),키움제6호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20240715,17:04:52,Y,400840,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장페지 사유발생,하이제7호기업인수목적 주식회사 관리종목지정사유추가(상장폐지사유 발생),하이제7호기업인수목적 주식회사 주권매매거래정지(상장페지 사유발생)
