공시일,시각,애프터,종목코드,종목명,decile,관리부담,사유성격,정지사유,동반공시,정지공시_원문
20260407,16:11:46,Y,115310,인포바인,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)인포바인 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260407,17:17:14,Y,032800,판타지오,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)판타지오 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260407,17:18:09,Y,276730,한울앤제주,D6,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)한울앤제주 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260407,17:45:54,Y,112290,와이씨켐,D2,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"와이씨켐(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260407,17:46:22,Y,101930,인화정공,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"인화정공(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260407,17:57:08,Y,057680,티사이언티픽,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)티사이언티픽 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260407,20:37:40,,288330,파라택시스코리아,D3,뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상(사유발생,파라택시스 코리아(주) 기타시장안내(상장적격성 실질심사 관련 안내),파라택시스 코리아(주) 주권매매거래정지(상장적격성 실질심사 대상(사유발생))
20260408,15:48:26,Y,019570,플루토스,D8,뉴스형(즉시조치),자본·조직변동,자본감소,(주)플루토스투자 감자결정,(주)플루토스투자 주권매매거래정지(자본감소)
20260408,16:08:50,Y,101400,엔시트론,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"엔시트론(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260408,16:09:01,Y,018700,졸스,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)바른손 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260408,16:51:41,Y,049120,파인디앤씨,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)파인디앤씨 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260408,17:22:56,Y,051780,큐로홀딩스,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)큐로홀딩스 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260408,17:24:17,Y,035620,바른손이앤에이,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)바른손이앤에이 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260408,17:24:52,Y,096630,에스코넥,D6,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"주식회사에스코넥 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260408,17:24:54,Y,123840,뉴온,(유니버스 밖),집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)뉴온 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260408,18:43:11,Y,452670,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,상상인제4호기업인수목적 주식회사 상장폐지,상상인제4호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260409,15:31:12,,033200,모아텍,(유니버스 밖),뉴스형(즉시조치),자본·조직변동,이익소각,(주)모아텍 주식소각 결정,(주)모아텍 주권매매거래정지(이익소각)
20260409,16:01:29,Y,083640,인콘,D9,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)인콘 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260409,16:01:37,Y,389680,유디엠텍,D6,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)유디엠텍 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260409,16:01:46,Y,053950,경남제약,D6,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"경남제약 주식회사 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260409,17:05:35,Y,040350,크레오에스지,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)크레오에스지 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260409,17:05:52,Y,080530,코디,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)코디 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260409,17:06:27,Y,270520,앱튼,D4,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)앱튼 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260409,17:06:39,Y,205470,휴마시스,D3,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"휴마시스(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260409,17:24:06,Y,303030,지니틱스,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)지니틱스 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260409,17:25:12,Y,038530,케이바이오랩스,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)케이바이오컴퍼니 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260409,17:25:30,Y,262840,아이퀘스트,D9,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)아이퀘스트 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260409,17:38:02,Y,225430,케이엠제약,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"케이엠제약(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260409,17:38:19,Y,042040,케이피엠테크,D9,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)케이피엠테크 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260409,17:38:44,Y,060560,HC홈센타,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"주식회사 에이치씨홈센타 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260409,17:38:56,Y,317240,TS트릴리온,D6,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)티에스트릴리온 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260409,17:52:05,Y,043710,코스리거글로벌,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)서울리거 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260409,18:23:15,Y,044480,빌리언스,D6,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)빌리언스 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260410,10:46:19,,187870,디바이스,D7,뉴스형(즉시조치),자본·조직변동,무상증자,(주)디바이스 무상증자결정,(주)디바이스 주권매매거래정지(무상증자)
20260410,15:48:08,Y,069920,엑시온그룹,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)엑시온그룹 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260410,15:49:29,Y,356860,티엘비,D2,뉴스형(즉시조치),자본·조직변동,무상증자,(주)티엘비 유무상증자결정(주주배정후 실권주 일반공모),(주)티엘비 주권매매거래정지(무상증자)
20260410,15:52:08,Y,320000,한울반도체,D5,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)한울반도체 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260410,16:03:30,Y,208640,썸에이지,D7,뉴스형(즉시조치),자본·조직변동,자본감소,(주)썸에이지 감자결정,(주)썸에이지 주권매매거래정지(자본감소)
20260410,17:10:04,Y,052300,오션인더블유,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)오션인더블유 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260414,16:22:23,Y,348080,큐라티스,D7,뉴스형(즉시조치),자본·조직변동,자본감소,(주)큐라티스 감자결정,(주)큐라티스 주권매매거래정지(자본감소)
20260414,17:16:56,Y,037950,엘컴텍,D4,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"엘컴텍(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260414,17:32:46,Y,097780,에코볼트,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"에코볼트(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260414,18:01:41,Y,223310,사토시홀딩스,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"사토시홀딩스(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260415,15:44:51,Y,049470,비트플래닛,D6,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)비트플래닛 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260415,15:45:21,Y,328380,솔트웨어,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"솔트웨어 주식회사 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260415,16:54:19,Y,008290,원풍물산,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"원풍물산(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260417,13:58:15,,309930,조이웍스앤코,D9,뉴스형(즉시조치),자본·조직변동,무상증자,(주)조이웍스앤코 무상증자결정,(주)조이웍스앤코 주권매매거래정지(무상증자)
20260420,16:11:54,Y,298060,풍전약품,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"에스씨엠생명과학(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260420,17:07:08,Y,466910,(상장폐지),(유니버스 밖),집행형(부담 낮음),자본·조직변동,SPAC 소멸합병,,엔에이치기업인수목적30호 주식회사 주권매매거래정지(SPAC 소멸합병)
20260421,16:03:38,Y,097800,윈팩,D5,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)윈팩 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260421,16:06:36,Y,373200,엑스플러스,D5,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)엑스플러스 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260421,16:09:34,Y,104040,디에스엠,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)디에스엠 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260421,16:16:18,Y,256630,포인트엔지니어링,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)포인트엔지니어링 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260421,16:35:36,Y,040610,SG&G,D9,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)에스지엔지 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260421,16:51:43,Y,424760,벨로크,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"주식회사 벨로크 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260421,16:59:09,Y,131180,딜리,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)딜리 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260421,17:05:20,Y,092600,앤씨앤,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)앤씨앤 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260421,17:20:16,Y,115480,씨유메디칼,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)씨유메디칼시스템 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260421,17:26:44,Y,056730,CNT85,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"씨앤티85(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260421,17:36:11,Y,054220,비츠로시스,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)비츠로시스 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260421,17:36:20,Y,278650,HLB바이오스텝,D4,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"에이치엘비바이오스텝(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260422,15:41:33,Y,333050,이노테나,D9,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)이노테나 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260422,15:47:17,Y,008830,대동기어,D1,뉴스형(즉시조치),자본·조직변동,무상증자,대동기어(주) 유무상증자결정(주주배정후 실권주 일반공모),대동기어(주) 주권매매거래정지(무상증자)
20260422,15:49:22,Y,027580,상보,D4,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)상보 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260422,16:06:24,Y,019550,SBI인베스트먼트,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"에스비아이인베스트먼트(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260422,16:08:14,Y,096690,에이루트,D9,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)에이루트 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260422,16:58:56,Y,043340,에쎈테크,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)에쎈테크 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260422,17:23:11,Y,065770,CS,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)씨에스 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260422,17:23:18,Y,417180,핑거스토리,D5,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)핑거스토리 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260422,17:23:37,Y,064800,포니링크,D5,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)포니링크 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260422,18:01:56,Y,452980,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,신한제11호기업인수목적 주식회사 상장폐지,신한제11호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260423,16:34:53,Y,018620,우진비앤지,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"우진비앤지(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260423,17:22:02,Y,016600,큐캐피탈,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"큐캐피탈파트너스(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260423,17:29:43,Y,078130,국일제지,D5,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"국일제지(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260423,17:43:59,Y,072770,멤레이비티,D6,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)멤레이비티 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260424,16:01:13,Y,348340,뉴로메카,D2,뉴스형(즉시조치),자본·조직변동,무상증자,주식회사 뉴로메카 유무상증자결정(주주배정후 실권주 일반공모),주식회사 뉴로메카 주권매매거래정지(무상증자)
20260424,16:21:17,Y,013720,청보,D8,뉴스형(즉시조치),자본·조직변동,자본감소,더큐브앤(주) 감자결정,더큐브앤(주) 주권매매거래정지(자본감소)
20260424,16:46:08,Y,036090,위지트,D5,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)위지트 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260424,16:49:38,Y,023790,동일스틸럭스,D5,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"동일스틸럭스(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260424,16:49:46,Y,193250,링크드,D9,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)링크드 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260424,16:56:13,Y,073570,리튬포어스,D3,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)리튬포어스 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260424,17:03:58,Y,009730,이렘,D4,뉴스형(즉시조치),자본·조직변동,자본감소,(주)이렘 감자결정,(주)이렘 주권매매거래정지(자본감소)
20260424,17:06:05,Y,225590,패션플랫폼,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"패션플랫폼(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260424,17:06:41,Y,131760,파인텍,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)파인텍 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260424,17:07:43,Y,078590,휴림에이텍,D6,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)휴림에이텍 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260424,17:08:19,Y,900070,글로벌에스엠,(유니버스 밖),집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"글로벌에스엠테크리미티드 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260424,17:08:32,Y,198940,한주라이트메탈,D9,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"한주라이트메탈(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260424,17:09:07,Y,027040,서울전자통신,D9,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"서울전자통신(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260424,17:09:28,Y,234100,폴라리스세원,D5,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)폴라리스세원 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260424,17:24:34,Y,043910,자연과환경,D5,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)자연과환경 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260427,11:06:25,,389260,대명에너지,D4,뉴스형(즉시조치),대형계약,단일판매공급계약,대명에너지 주식회사 단일판매ㆍ공급계약체결,대명에너지 주식회사 주권매매거래정지(단일판매공급계약)
20260427,15:46:17,Y,354200,엔젠바이오,D7,뉴스형(즉시조치),자본·조직변동,자본감소,주식회사 엔젠바이오 감자결정,주식회사 엔젠바이오 주권매매거래정지(자본감소)
20260427,16:07:56,Y,046390,삼화네트웍스,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)삼화네트웍스 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260427,16:25:52,Y,368970,오에스피,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"주식회사 오에스피 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260427,17:27:21,Y,322780,코퍼스코리아,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)코퍼스코리아 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260427,17:27:33,Y,091970,LSK아이로봇,D9,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"나노캠텍(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260427,17:37:40,Y,419540,비스토스,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"주식회사 비스토스 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260428,15:43:32,Y,137940,넥스트아이,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)넥스트아이 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260428,15:43:41,Y,184230,SGA솔루션즈,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"에스지에이 솔루션즈(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260428,15:46:43,Y,088290,이원컴포텍,D9,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"이원컴포텍(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260428,15:47:01,Y,227610,아우딘퓨쳐스,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)아우딘퓨쳐스 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260428,16:24:47,Y,226340,본느,D4,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)본느 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260428,16:24:57,Y,065650,하이퍼코퍼레이션,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)하이퍼코퍼레이션 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260428,16:26:07,Y,066910,손오공,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)손오공 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260428,16:26:18,Y,115530,씨엔플러스,D9,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)씨엔플러스 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260428,16:26:31,Y,052420,오성첨단소재,D2,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"오성첨단소재(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260428,16:26:44,Y,227950,엔투텍,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)엔투텍 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260428,16:40:20,Y,140430,카티스,D3,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)카티스 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260428,17:19:29,Y,109960,앱토크롬,D9,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소","(주)앱토크롬 신주인수권증권 매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)","(주)앱토크롬 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260428,17:20:48,Y,258790,소프트캠프,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"소프트캠프(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260428,17:20:56,Y,032680,소프트센,D6,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주) 소프트센 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260428,17:29:16,Y,061040,알에프텍,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)알에프텍 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260429,16:05:11,Y,309930,조이웍스앤코,D9,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)조이웍스앤코 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260429,17:21:37,Y,032790,엠젠솔루션,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)엠젠솔루션 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260429,18:17:09,Y,900340,윙입푸드,(유니버스 밖),집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"윙입푸드홀딩스 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260430,17:07:07,Y,043590,웰킵스하이텍,D9,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"웰킵스하이텍(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260430,18:01:32,Y,900110,딥커머스,(유니버스 밖),집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"이스트아시아홀딩스인베스트먼트리미티드 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260506,18:10:53,Y,462020,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,에이치엠씨아이비제6호기업인수목적 주식회사 관리종목지정사유추가(상장폐지사유 발생),에이치엠씨아이비제6호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
