code,amihud,intraday,ext15,vol,decile,충격_5천만원_pct,충격_1억원_pct
432470,0.288,6.0932,0.9917,4.4698,D4,0.144,0.288
432720,0.0739,6.8195,2.6446,5.338,D2,0.037,0.0739
432980,0.9214,5.0612,0.5495,2.9176,D7,0.4607,0.9214
434480,0.2698,6.0928,1.3223,4.6159,D4,0.1349,0.2698
435570,0.2938,8.0157,4.9536,6.8385,D3,0.1469,0.2938
437730,0.0361,7.2225,2.7223,5.7801,D1,0.0181,0.0361
438700,0.8553,5.9821,1.9835,5.0319,D7,0.4277,0.8553
439090,0.0501,4.1149,0.9917,3.5456,D2,0.025,0.0501
439580,0.0744,6.0177,1.4876,4.7561,D1,0.0372,0.0744
440110,0.0316,6.5642,1.7361,5.0358,D1,0.0158,0.0316
440290,0.5777,3.2495,0.3401,2.3045,D5,0.2888,0.5777
440320,0.4725,5.847,1.157,4.3904,D6,0.2363,0.4725
441270,0.0627,5.9316,1.3223,4.5431,D2,0.0314,0.0627
443250,0.2748,5.2725,0.3306,3.5365,D5,0.1374,0.2748
443670,0.1282,6.5653,2.6087,5.6082,D1,0.0641,0.1282
444530,0.2801,7.3176,2.9032,5.1852,D2,0.14,0.2801
445090,0.0565,5.8785,1.6529,5.0417,D1,0.0283,0.0565
445180,0.2388,4.7535,0.6612,3.6355,D5,0.1194,0.2388
445680,0.0395,7.0519,2.1488,5.4229,D2,0.0198,0.0395
446540,0.1774,5.7901,0.9917,4.2557,D4,0.0887,0.1774
446840,0.8548,3.4121,0.1934,2.4803,D8,0.4274,0.8548
448280,0.2324,5.4382,1.3223,4.1028,D5,0.1162,0.2324
448710,0.1013,5.8889,0.8264,4.1091,D4,0.0507,0.1013
448900,0.0394,9.6926,6.469,7.9281,D1,0.0197,0.0394
450330,0.4932,4.9692,1.0373,3.6126,D4,0.2466,0.4932
450520,0.3675,5.82,1.4876,4.1797,D4,0.1838,0.3675
450950,0.102,5.9681,0.8696,3.8456,D2,0.051,0.102
451220,0.1348,6.2662,1.9835,4.9408,D3,0.0674,0.1348
451250,0.1247,5.2049,1.3283,4.2062,D2,0.0623,0.1247
451760,0.124,6.0952,1.3223,4.482,D3,0.062,0.124
452160,0.5027,6.8453,2.314,5.2617,D4,0.2514,0.5027
452190,0.089,6.8685,2.8192,5.6247,D1,0.0445,0.089
452200,0.3756,5.7688,0.9579,4.2563,D3,0.1878,0.3756
452280,0.1033,6.9114,3.4711,5.6366,D2,0.0517,0.1033
452300,0.2736,5.9147,1.157,4.3403,D3,0.1368,0.2736
452400,0.318,5.6517,1.0292,4.353,D3,0.159,0.318
452430,0.1077,7.047,1.2216,5.1231,D2,0.0538,0.1077
452450,0.0463,6.7721,2.3392,5.5052,D1,0.0231,0.0463
453450,0.1292,6.1561,1.2121,4.6181,D2,0.0646,0.1292
453860,0.302,5.0049,0.1653,3.3493,D6,0.151,0.302
455180,0.3044,7.3141,1.581,4.7181,D4,0.1522,0.3044
455900,0.0498,5.4507,1.4599,4.3297,D1,0.0249,0.0498
456010,0.0338,7.7285,3.5019,6.3483,D1,0.0169,0.0338
456070,0.0842,6.5191,2.9148,5.4438,D1,0.0421,0.0842
456160,0.0061,9.5984,5.2133,7.2628,D1,0.0031,0.0061
457370,0.1827,5.6761,1.4634,4.5683,D3,0.0913,0.1827
457550,0.0409,6.6503,2.5467,5.7464,D1,0.0205,0.0409
457600,0.9083,6.4464,1.8868,4.936,D4,0.4541,0.9083
458650,0.1544,5.2681,0.9926,4.4026,D3,0.0772,0.1544
458870,0.0553,7.0879,1.4228,4.8424,D2,0.0276,0.0553
459100,0.2536,5.0374,1.0283,3.8015,D2,0.1268,0.2536
459510,0.0408,7.6103,2.8674,6.1983,D1,0.0204,0.0408
459550,0.0794,8.9398,3.3333,6.891,D1,0.0397,0.0794
460470,0.3711,7.0569,0.8734,4.6912,D3,0.1856,0.3711
460870,0.1466,7.0436,1.5625,4.8466,D3,0.0733,0.1466
460930,0.0256,5.2599,1.7036,4.6253,D1,0.0128,0.0256
460940,0.1212,7.3037,1.7316,5.501,D2,0.0606,0.1212
461030,0.1619,6.8549,1.107,4.9859,D2,0.0809,0.1619
461300,0.1792,4.7473,0.6803,3.4398,D4,0.0896,0.1792
462310,0.5453,6.0262,0.4219,3.8508,D4,0.2726,0.5453
462350,0.0956,6.5808,2.2774,5.3221,D2,0.0478,0.0956
462510,0.3445,6.1353,2.0243,4.9152,D3,0.1722,0.3445
462860,0.0544,7.3636,2.9126,5.7342,D1,0.0272,0.0544
462980,0.4764,4.6373,0.0,2.8598,D7,0.2382,0.4764
463020,0.0814,7.3502,2.9167,5.1724,D1,0.0407,0.0814
463480,0.1683,6.2411,3.3333,5.4973,D1,0.0842,0.1683
464080,0.0371,7.498,2.0492,5.5613,D1,0.0186,0.0371
464280,0.351,5.0953,1.3393,4.2573,D2,0.1755,0.351
464490,0.0971,8.8361,4.5802,6.2807,D1,0.0486,0.0971
464500,0.3028,6.7934,1.8692,5.1156,D3,0.1514,0.3028
464580,0.3261,5.7148,0.2538,3.7462,D5,0.1631,0.3261
465480,0.4459,6.0157,2.4272,5.1008,D3,0.2229,0.4459
466100,0.0078,7.4238,2.7094,5.7317,D1,0.0039,0.0078
466410,0.241,4.6693,0.7692,3.542,D5,0.1205,0.241
468530,0.0154,9.7609,4.0359,7.1437,D1,0.0077,0.0154
469610,0.0878,7.8478,6.4103,7.8526,D1,0.0439,0.0878
469750,0.365,6.6376,1.5945,4.7553,D3,0.1825,0.365
471820,0.6743,5.4744,1.0753,3.4281,D6,0.3372,0.6743
472850,0.2722,5.0345,1.3746,5.2278,D5,0.1361,0.2722
473980,0.0663,6.3381,0.7595,4.4831,D3,0.0331,0.0663
474170,0.0577,7.2897,2.1898,5.1813,D1,0.0289,0.0577
474610,0.1326,7.6547,3.8462,5.6844,D3,0.0663,0.1326
474650,0.0497,8.5684,3.876,6.4903,D1,0.0249,0.0497
475230,0.088,6.7701,0.0,4.1403,D3,0.044,0.088
475400,0.038,7.2256,2.2059,5.5027,D1,0.019,0.038
475430,0.2686,5.1895,1.5267,4.2583,D3,0.1343,0.2686
475460,0.2026,5.4832,1.4451,4.2612,D2,0.1013,0.2026
475580,0.0644,6.3289,1.7413,4.7674,D2,0.0322,0.0644
475660,0.882,5.568,0.7673,3.6874,D7,0.441,0.882
475830,0.0195,8.0477,3.2934,6.5002,D1,0.0098,0.0195
475960,0.0347,7.2768,2.2613,5.2397,D2,0.0174,0.0347
476040,0.0514,7.3545,2.1583,5.3167,D1,0.0257,0.0514
476060,0.019,8.1459,4.0761,6.5008,D1,0.0095,0.019
476080,0.1498,6.4429,2.9083,5.3641,D1,0.0749,0.1498
476830,0.0063,9.0996,5.5118,7.9383,D1,0.0032,0.0063
478340,0.0228,10.6213,7.8125,8.2794,D1,0.0114,0.0228
478560,0.5368,4.6648,0.5747,2.9004,D5,0.2684,0.5368
479960,0.6287,5.366,2.1341,4.6254,D2,0.3143,0.6287
481070,0.2692,7.8859,2.3256,4.9129,D4,0.1346,0.2692
482630,0.0749,6.3507,1.4577,5.1478,D2,0.0374,0.0749
484120,0.2867,5.4758,0.0,4.1714,D3,0.1434,0.2867
484590,0.0347,5.6858,1.9048,4.7418,D1,0.0174,0.0347
484810,0.0756,6.5699,2.2508,5.2284,D1,0.0378,0.0756
486990,0.014,8.8297,6.25,7.9304,D1,0.007,0.014
488280,0.0555,8.5398,4.3011,7.3856,D1,0.0278,0.0555
488900,0.0506,9.8472,4.7945,7.3189,D1,0.0253,0.0506
489460,0.1177,5.354,0.369,3.8956,D2,0.0588,0.1177
489500,0.1085,6.8431,2.7523,5.9656,D2,0.0543,0.1085
490470,0.0129,9.3422,6.6116,7.2804,D1,0.0064,0.0129
491000,0.0121,9.3643,5.6911,7.2036,D1,0.0061,0.0121
494120,0.0559,10.881,5.9211,7.9969,D1,0.028,0.0559
950110,2.3497,2.4446,0.5464,2.4019,D10,1.1748,2.3497
