공시일,종목코드,종목명,사유성격,정지사유,시차_분,동반공시_원문,동반공시_유형,정지공시_원문
20251031,448370,(상장폐지),부실·위험,상장폐지 사유발생,1,하나27호기업인수목적 주식회사 상장폐지,상장폐지,하나27호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20251031,448370,(상장폐지),부실·위험,상장폐지 사유발생,1,하나27호기업인수목적 주식회사 관리종목지정사유추가(상장폐지사유 발생),관리종목지정사유추가,하나27호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20251103,203650,드림시큐리티,자본·조직변동,무상증자,0,(주)드림시큐리티 무상증자결정,무상증자결정,(주)드림시큐리티 주권매매거래정지(무상증자)
20251106,335890,(상장폐지),부실·위험,자진상장폐지 신청,0,(주)비올 기타 경영사항(자율공시)(상장폐지신청서 제출),기타 경영사항,(주)비올 주권매매거래정지(자진상장폐지 신청)
20251106,335890,(상장폐지),부실·위험,자진상장폐지 신청,0,(주)비올 임시주주총회결과,임시주주총회결과,(주)비올 주권매매거래정지(자진상장폐지 신청)
20251110,217190,제너셈,자본·조직변동,무상증자,0,제너셈(주) 무상증자결정,무상증자결정,제너셈(주) 주권매매거래정지(무상증자)
20251111,072990,에이치시티,자본·조직변동,무상증자,0,(주)에이치시티 무상증자결정,무상증자결정,(주)에이치시티 주권매매거래정지(무상증자)
20251112,140430,카티스,자본·조직변동,무상증자,0,(주)카티스 무상증자결정,무상증자결정,(주)카티스 주권매매거래정지(무상증자)
20251114,335810,프리시젼바이오,자본·조직변동,우회상장여부 및 요건충족확인,0,프리시젼바이오(주) 회사합병 결정(간이합병),회사합병 결정,프리시젼바이오(주) 주권매매거래정지(우회상장여부 및 요건충족확인)
20251114,348370,엔켐,부실·위험,상장적격성 실질심사 대상 (사유발생,0,(주)엔켐 기타시장안내(상장적격성 실질심사 관련),기타시장안내,(주)엔켐 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20251114,419080,엔젯,자본·조직변동,영업양수도,0,엔젯 주식회사 주주명부폐쇄기간 또는 기준일 설정,주주명부폐쇄기간 또는 기준일 설정,엔젯 주식회사 주권매매거래정지(영업양수도)
20251114,419080,엔젯,자본·조직변동,영업양수도,0,엔젯 주식회사 유형자산 양수 결정,유형자산 양수 결정,엔젯 주식회사 주권매매거래정지(영업양수도)
20251114,419080,엔젯,자본·조직변동,영업양수도,0,엔젯 주식회사 영업양수 결정,영업양수 결정,엔젯 주식회사 주권매매거래정지(영업양수도)
20251114,451700,(상장폐지),자본·조직변동,SPAC 합병(예비심사청구대상,0,엔에이치기업인수목적29호 주식회사 회사합병 결정(SPAC 소멸합병),회사합병 결정,엔에이치기업인수목적29호 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20251114,455180,케이지에이,부실·위험,상장적격성 실질심사 대상 (사유발생,0,케이지에이(주) 기타시장안내(상장적격성 실질심사 관련),기타시장안내,케이지에이(주) 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20251120,035290,골드앤에스,자본·조직변동,영업양수도,0,(주)골드앤에스 영업양수 결정,영업양수 결정,(주)골드앤에스 주권매매거래정지(영업양수도)
20251120,245620,EDGC,부실·위험,투자자 보호,1,이원다이애그노믹스(주) (정정)상장폐지,(정정)상장폐지,이원다이애그노믹스(주) 주권매매거래정지(투자자 보호)
20251120,245620,EDGC,부실·위험,투자자 보호,0,이원다이애그노믹스(주) 기타시장안내(정리매매 보류 관련),기타시장안내,이원다이애그노믹스(주) 주권매매거래정지(투자자 보호)
20251120,245620,EDGC,부실·위험,투자자 보호,1,이원다이애그노믹스(주) 기타 경영사항(자율공시)(상장폐지결정 등 효력정지 가처분 신청의 건),기타 경영사항,이원다이애그노믹스(주) 주권매매거래정지(투자자 보호)
20251121,300120,라온피플,자본·조직변동,무상증자,0,라온피플 주식회사 유무상증자결정(주주배정후 실권주 일반공모),유무상증자결정,라온피플 주식회사 주권매매거래정지(무상증자)
20251125,347700,스피어,대형계약,단일판매공급계약,0,(주)스피어코퍼레이션 단일판매ㆍ공급계약체결,코퍼레이션 단일판매ㆍ공급계약체결,(주)스피어코퍼레이션 주권매매거래정지(단일판매공급계약)
20251126,082920,비츠로셀,자본·조직변동,무상증자,0,(주)비츠로셀 무상증자결정,무상증자결정,(주)비츠로셀 주권매매거래정지(무상증자)
20251126,334970,프레스티지바이오로직스,대형계약,단일판매공급계약,0,프레스티지바이오로직스(주) 단일판매ㆍ공급계약체결,단일판매ㆍ공급계약체결,프레스티지바이오로직스(주) 주권매매거래정지(단일판매공급계약)
20251126,474660,신한제12호스팩,자본·조직변동,SPAC 합병(예비심사청구대상,0,신한제12호기업인수목적 주식회사 회사합병 결정(SPAC 소멸합병),회사합병 결정,신한제12호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20251128,073640,테라사이언스,부실·위험,투자자 보호,0,테라사이언스(주) (정정)상장폐지,(정정)상장폐지,테라사이언스(주) 주권매매거래정지(투자자 보호)
20251128,073640,테라사이언스,부실·위험,투자자 보호,0,테라사이언스(주) 기타시장안내(정리매매 보류 관련),기타시장안내,테라사이언스(주) 주권매매거래정지(투자자 보호)
20251128,073640,테라사이언스,부실·위험,투자자 보호,1,테라사이언스(주) 기타 경영사항(자율공시)(상장폐지결정 효력정지 가처분신청),기타 경영사항,테라사이언스(주) 주권매매거래정지(투자자 보호)
20251128,482520,교보16호스팩,자본·조직변동,SPAC 합병(예비심사청구대상,0,교보16호기업인수목적 주식회사 회사합병 결정,회사합병 결정,교보16호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20251201,082660,코스나인,부실·위험,투자자 보호,0,(주)코스나인 (정정)상장폐지,(정정)상장폐지,(주)코스나인 주권매매거래정지(투자자 보호)
20251201,082660,코스나인,부실·위험,투자자 보호,1,(주)코스나인 기타시장안내(정리매매 보류 관련),기타시장안내,(주)코스나인 주권매매거래정지(투자자 보호)
20251205,033560,블루콤,부실·위험,중요한 영업정지,0,(주)블루콤 영업정지,영업정지,(주)블루콤 주권매매거래정지(중요한 영업정지)
20251205,123840,뉴온,부실·위험,중요한 영업정지,0,(주)뉴온 영업정지,영업정지,(주)뉴온 주권매매거래정지(중요한 영업정지)
20251208,050110,캠시스,자본·조직변동,자본감소,0,(주)캠시스 감자결정,감자결정,(주)캠시스 주권매매거래정지(자본감소)
20251209,389020,자람테크놀로지,대형계약,단일판매공급계약,0,(주)자람테크놀로지 단일판매ㆍ공급계약체결,단일판매ㆍ공급계약체결,(주)자람테크놀로지 주권매매거래정지(단일판매공급계약)
20251209,472850,폰드그룹,자본·조직변동,무상증자,0,폰드그룹(주) 무상증자결정,무상증자결정,폰드그룹(주) 주권매매거래정지(무상증자)
20251211,196490,디에이테크놀로지,부실·위험,투자자 보호,0,(주)디에이테크놀로지 (정정)상장폐지,(정정)상장폐지,(주)디에이테크놀로지 주권매매거래정지(투자자 보호)
20251211,196490,디에이테크놀로지,부실·위험,투자자 보호,1,(주)디에이테크놀로지 기타시장안내(정리매매 보류 관련),기타시장안내,(주)디에이테크놀로지 주권매매거래정지(투자자 보호)
20251211,196490,디에이테크놀로지,부실·위험,투자자 보호,1,(주)디에이테크놀로지 기타 경영사항(자율공시)(상장폐지결정 등 효력정지 가처분신청),기타 경영사항,(주)디에이테크놀로지 주권매매거래정지(투자자 보호)
20251212,062970,한국첨단소재,자본·조직변동,무상증자,0,(주)한국첨단소재 유무상증자결정,유무상증자결정,(주)한국첨단소재 주권매매거래정지(무상증자)
20251218,043910,자연과환경,대형계약,단일판매공급계약,0,(주)자연과환경 단일판매ㆍ공급계약체결,단일판매ㆍ공급계약체결,(주)자연과환경 주권매매거래정지(단일판매공급계약)
20251218,417840,저스템,자본·조직변동,무상증자,0,주식회사 저스템 무상증자결정,무상증자결정,주식회사 저스템 주권매매거래정지(무상증자)
20251218,440110,파두,부실·위험,상장심사 제출서류 중요사항 거짓 기재 관련 보도,0,(주)파두 조회공시요구(풍문또는보도)(상장심사 제출서류 중요사항 거짓 기재 관련 보도),조회공시요구,(주)파두 주권매매거래정지(상장심사 제출서류 중요사항 거짓 기재 관련 보도)
20251223,246960,SCL사이언스,자본·조직변동,영업양수도,0,(주)에스씨엘사이언스 영업양수 결정,영업양수 결정,(주)에스씨엘사이언스 주권매매거래정지(영업양수도)
20251223,299030,하나기술,대형계약,단일판매공급계약,0,(주)하나기술 단일판매ㆍ공급계약체결,단일판매ㆍ공급계약체결,(주)하나기술 주권매매거래정지(단일판매공급계약)
20251223,406820,뷰티스킨,자본·조직변동,무상증자,0,(주)뷰티스킨 무상증자결정,무상증자결정,(주)뷰티스킨 주권매매거래정지(무상증자)
20251224,035290,골드앤에스,자본·조직변동,영업양수도,0,(주)골드앤에스 영업양수 결정,영업양수 결정,(주)골드앤에스 주권매매거래정지(영업양수도)
20251224,035290,골드앤에스,자본·조직변동,영업양수도,0,(주)골드앤에스 주주명부폐쇄기간 또는 기준일 설정,주주명부폐쇄기간 또는 기준일 설정,(주)골드앤에스 주권매매거래정지(영업양수도)
20251224,340930,성원에너텍,자본·조직변동,무상증자,0,유일에너테크(주) 무상증자결정,무상증자결정,유일에너테크(주) 주권매매거래정지(무상증자)
20260105,195990,루트K,자본·조직변동,자본감소,1,(주)에이비프로바이오 (정정)주주총회소집결의(임시주주총회),(정정)주주총회소집결의(임시주주총회),(주)에이비프로바이오 주권매매거래정지(자본감소)
20260105,195990,루트K,자본·조직변동,자본감소,0,(주)에이비프로바이오 감자결정,감자결정,(주)에이비프로바이오 주권매매거래정지(자본감소)
20260106,206400,베노티앤알,자본·조직변동,영업양수도,0,(주)베노티앤알 영업양수 결정,영업양수 결정,(주)베노티앤알 주권매매거래정지(영업양수도)
20260107,182400,엔케이젠바이오텍코리아,부실·위험,투자자보호,0,(주)엔케이맥스 (정정)상장폐지,맥스,(주)엔케이맥스 주권매매거래정지(투자자보호)
20260107,182400,엔케이젠바이오텍코리아,부실·위험,투자자보호,0,(주)엔케이맥스 기타시장안내(정리매매 보류 관련),맥스 기타시장안내,(주)엔케이맥스 주권매매거래정지(투자자보호)
20260107,182400,엔케이젠바이오텍코리아,부실·위험,투자자보호,0,(주)엔케이맥스 기타 경영사항(자율공시)(상장폐지결정등 효력정지 가처분신청),맥스 기타 경영사항,(주)엔케이맥스 주권매매거래정지(투자자보호)
20260112,024950,삼천리자전거,부실·위험,상장적격성 실질심사 대상 (사유발생,0,삼천리자전거(주) 기타시장안내(상장적격성 실질심사 관련 안내),기타시장안내,삼천리자전거(주) 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20260112,024950,삼천리자전거,부실·위험,상장적격성 실질심사 대상 (사유발생,0,삼천리자전거(주) 횡령ㆍ배임혐의발생,횡령ㆍ배임혐의발생,삼천리자전거(주) 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20260114,059120,아진엑스텍,자본·조직변동,무상증자,0,(주)아진엑스텍 무상증자결정,무상증자결정,(주)아진엑스텍 주권매매거래정지(무상증자)
20260114,284620,카이노스메드,부실·위험,투자자보호,0,주식회사 카이노스메드 (정정)상장폐지,(정정)상장폐지,주식회사 카이노스메드 주권매매거래정지(투자자보호)
20260114,284620,카이노스메드,부실·위험,투자자보호,0,주식회사 카이노스메드 기타시장안내(정리매매 보류 관련),기타시장안내,주식회사 카이노스메드 주권매매거래정지(투자자보호)
20260114,284620,카이노스메드,부실·위험,투자자보호,1,주식회사 카이노스메드 기타 경영사항(자율공시)(상장폐지결정등 효력정지 가처분신청),기타 경영사항,주식회사 카이노스메드 주권매매거래정지(투자자보호)
20260115,446150,(상장폐지),부실·위험,상장폐지 사유발생,0,유안타제12호기업인수목적 주식회사 상장폐지,상장폐지,유안타제12호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260115,446150,(상장폐지),부실·위험,상장폐지 사유발생,0,유안타제12호기업인수목적 주식회사 관리종목지정사유추가(상장폐지사유 발생),관리종목지정사유추가,유안타제12호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260115,455250,(상장폐지),부실·위험,상장폐지 사유발생,0,케이비제25호기업인수목적 주식회사 상장폐지,상장폐지,케이비제25호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260115,455250,(상장폐지),부실·위험,상장폐지 사유발생,0,케이비제25호기업인수목적 주식회사 관리종목지정사유추가(상장폐지사유 발생),관리종목지정사유추가,케이비제25호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260116,037950,엘컴텍,자본·조직변동,자본감소,0,엘컴텍(주) 감자결정,감자결정,엘컴텍(주) 주권매매거래정지(자본감소)
20260116,089970,브이엠,대형계약,단일판매공급계약,0,브이엠(주) 단일판매ㆍ공급계약체결,단일판매ㆍ공급계약체결,브이엠(주) 주권매매거래정지(단일판매공급계약)
20260116,450050,(상장폐지),부실·위험,상장폐지 사유발생,0,하이제8호기업인수목적 주식회사 상장폐지,상장폐지,하이제8호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260116,450050,(상장폐지),부실·위험,상장폐지 사유발생,0,하이제8호기업인수목적 주식회사 관리종목지정사유추가(상장폐지사유 발생),관리종목지정사유추가,하이제8호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260122,454640,(상장폐지),부실·위험,상장폐지 사유발생,1,하나29호기업인수목적 주식회사 관리종목지정사유추가(상장폐지사유 발생 ),관리종목지정사유추가,하나29호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260122,454640,(상장폐지),부실·위험,상장폐지 사유발생,1,하나29호기업인수목적 주식회사 상장폐지,상장폐지,하나29호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260126,373170,엠아이큐브솔루션,자본·조직변동,무상증자,0,엠아이큐브솔루션 주식회사 무상증자결정,무상증자결정,엠아이큐브솔루션 주식회사 주권매매거래정지(무상증자)
20260128,456490,(상장폐지),부실·위험,상장폐지 사유발생,0,교보14호기업인수목적 주식회사 상장폐지,상장폐지,교보14호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260128,456490,(상장폐지),부실·위험,상장폐지 사유발생,1,교보14호기업인수목적 주식회사 관리종목지정사유추가(상장폐지사유 발생),관리종목지정사유추가,교보14호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260130,328130,루닛,자본·조직변동,무상증자,0,주식회사 루닛 유무상증자결정(주주배정후 실권주 일반공모),유무상증자결정,주식회사 루닛 주권매매거래정지(무상증자)
20260202,097780,에코볼트,자본·조직변동,자본감소,1,에코볼트(주) 주주명부폐쇄기간 또는 기준일 설정,주주명부폐쇄기간 또는 기준일 설정,에코볼트(주) 주권매매거래정지(자본감소)
20260202,097780,에코볼트,자본·조직변동,자본감소,1,에코볼트(주) 주주총회소집결의,주주총회소집결의,에코볼트(주) 주권매매거래정지(자본감소)
20260202,097780,에코볼트,자본·조직변동,자본감소,1,에코볼트(주) 감자결정(무상감자),감자결정,에코볼트(주) 주권매매거래정지(자본감소)
20260202,097780,에코볼트,자본·조직변동,자본감소,1,에코볼트(주) 주식분할결정,주식분할결정,에코볼트(주) 주권매매거래정지(자본감소)
20260202,097780,에코볼트,자본·조직변동,자본감소,0,에코볼트(주) 감자결정(유상감자),감자결정,에코볼트(주) 주권매매거래정지(자본감소)
20260203,265560,영화테크,대형계약,단일판매공급계약,0,영화테크(주) 단일판매ㆍ공급계약체결,단일판매ㆍ공급계약체결,영화테크(주) 주권매매거래정지(단일판매공급계약)
20260204,052420,오성첨단소재,자본·조직변동,영업양수도,0,오성첨단소재(주) 영업양도 결정,영업양도 결정,오성첨단소재(주) 주권매매거래정지(영업양수도)
20260204,060230,제이케이시냅스,부실·위험,풍문 또는 보도 관련,0,제이케이시냅스(주) 조회공시요구(풍문또는보도)(채권자에 의한 파산신청설),조회공시요구,제이케이시냅스(주) 주권매매거래정지(풍문 또는 보도 관련)
20260204,276730,한울앤제주,부실·위험,불성실공시법인 지정,1,(주)한울앤제주 불성실공시법인지정(공시번복),불성실공시법인지정,(주)한울앤제주 주권매매거래정지(불성실공시법인 지정)
20260204,482630,삼양엔씨켐,자본·조직변동,무상증자,0,(주)삼양엔씨켐 매출액 또는 손익구조 30%(대규모법인은 15%)이상 변동,매출액 또는 손익구조 30%,(주)삼양엔씨켐 주권매매거래정지(무상증자)
20260204,482630,삼양엔씨켐,자본·조직변동,무상증자,0,(주)삼양엔씨켐 무상증자결정,무상증자결정,(주)삼양엔씨켐 주권매매거래정지(무상증자)
20260206,064090,인크레더블버즈,부실·위험,상장적격성 실질심사 대상 (사유발생,0,(주)인크레더블버즈 기타시장안내(상장적격성 실질심사관련안내),기타시장안내,(주)인크레더블버즈 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20260206,064090,인크레더블버즈,부실·위험,상장적격성 실질심사 대상 (사유발생,1,"(주)인크레더블버즈 불성실공시법인지정(공시변경 1건, 공시번복 2건)",불성실공시법인지정,(주)인크레더블버즈 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20260206,263050,유틸렉스,부실·위험,상장적격성 실질심사 대상 (사유발생,0,(주)유틸렉스 기타시장안내(상장적격성 실질심사관련안내),기타시장안내,(주)유틸렉스 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20260206,263050,유틸렉스,부실·위험,상장적격성 실질심사 대상 (사유발생,0,"(주)유틸렉스 불성실공시법인지정(공시번복 1건, 공시불이행 3건)",불성실공시법인지정,(주)유틸렉스 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20260212,065500,오리엔트정공,자본·조직변동,영업양수도,1,(주)오리엔트정공 영업양수 결정,영업양수 결정,(주)오리엔트정공 주권매매거래정지(영업양수도)
20260212,069920,엑시온그룹,대형계약,단일판매공급계약,0,(주)엑시온그룹 단일판매ㆍ공급계약체결,단일판매ㆍ공급계약체결,(주)엑시온그룹 주권매매거래정지(단일판매공급계약)
20260212,099320,쎄트렉아이,대형계약,단일판매공급계약,0,주식회사쎄트렉아이 단일판매ㆍ공급계약체결,단일판매ㆍ공급계약체결,주식회사쎄트렉아이 주권매매거래정지(단일판매공급계약)
20260212,477760,DB금융스팩12호,자본·조직변동,SPAC 합병(예비심사청구대상,0,디비금융제12호기업인수목적 주식회사 회사합병 결정,회사합병 결정,디비금융제12호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20260213,455910,(상장폐지),부실·위험,상장폐지 사유발생,1,에스케이증권제9호기업인수목적 주식회사 상장폐지,상장폐지,에스케이증권제9호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260213,455910,(상장폐지),부실·위험,상장폐지 사유발생,1,에스케이증권제9호기업인수목적 주식회사 관리종목지정사유추가(상장폐지사유 발생),관리종목지정사유추가,에스케이증권제9호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260219,347700,스피어,대형계약,단일판매공급계약,0,(주)스피어코퍼레이션 단일판매ㆍ공급계약체결,코퍼레이션 단일판매ㆍ공급계약체결,(주)스피어코퍼레이션 주권매매거래정지(단일판매공급계약)
20260219,450940,(상장폐지),부실·위험,상장폐지 사유 발생,0,유안타제14호기업인수목적 주식회사 상장폐지,상장폐지,유안타제14호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유 발생)
20260219,450940,(상장폐지),부실·위험,상장폐지 사유 발생,1,유안타제14호기업인수목적 주식회사 관리종목지정사유추가(상장폐지 사유 발생),관리종목지정사유추가,유안타제14호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유 발생)
20260220,083660,CSA 코스믹,자본·조직변동,자본감소,0,(주)씨에스에이코스믹 감자결정,감자결정,(주)씨에스에이코스믹 주권매매거래정지(자본감소)
20260220,321370,센서뷰,자본·조직변동,자본감소,0,주식회사 센서뷰 감자결정,감자결정,주식회사 센서뷰 주권매매거래정지(자본감소)
20260223,109960,앱토크롬,자본·조직변동,자본감소,1,(주)앱토크롬 신주인수권증권 매매거래정지(자본감소),신주인수권증권 매매거래정지,(주)앱토크롬 주권매매거래정지(자본감소)
20260223,163280,에어레인,자본·조직변동,무상증자,0,㈜에어레인 무상증자결정,무상증자결정,㈜에어레인 주권매매거래정지(무상증자)
20260226,060900,에이전트AI,자본·조직변동,자본감소,0,(주)에이전트에이아이 감자결정,감자결정,(주)에이전트에이아이 주권매매거래정지(자본감소)
20260227,007330,푸른저축은행,부실·위험,상장적격성 실질심사 대상(사유발생,0,(주)푸른저축은행 기타시장안내(상장적격성 실질심사 관련 안내),기타시장안내,(주)푸른저축은행 주권매매거래정지(상장적격성 실질심사 대상(사유발생)))
20260227,007330,푸른저축은행,부실·위험,상장적격성 실질심사 대상(사유발생,0,(주)푸른저축은행 횡령ㆍ배임혐의발생,횡령ㆍ배임혐의발생,(주)푸른저축은행 주권매매거래정지(상장적격성 실질심사 대상(사유발생)))
20260303,457940,(상장폐지),부실·위험,상장폐지 사유발생,1,에스케이증권제10호기업인수목적 주식회사 상장폐지,상장폐지,에스케이증권제10호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260304,032540,TJ미디어,자본·조직변동,무상증자,0,티제이미디어(주) 무상증자결정,무상증자결정,티제이미디어(주) 주권매매거래정지(무상증자)
20260304,068240,다원시스,부실·위험,불성실공시법인 지정,0,"(주)다원시스 불성실공시법인지정(공시변경 1건, 공시불이행 2건)",불성실공시법인지정,(주)다원시스 주권매매거래정지(불성실공시법인 지정)
20260305,044180,KD,부실·위험,회생절차개시신청,0,KD(주) 회생절차개시신청,회생절차개시신청,KD(주) 주권매매거래정지(회생절차개시신청)
20260306,057680,티사이언티픽,자본·조직변동,자본감소,0,(주)티사이언티픽 감자결정,감자결정,(주)티사이언티픽 주권매매거래정지(자본감소)
20260309,033290,로젠,자본·조직변동,합병,0,로젠(주) 회사합병 결정,회사합병 결정,로젠(주) 주권매매거래정지(합병)
20260309,080420,모다이노칩,자본·조직변동,합병,0,(주)모다이노칩 회사합병 결정,회사합병 결정,(주)모다이노칩 주권매매거래정지(합병)
20260309,377030,비트맥스,자본·조직변동,자본감소,0,비트맥스(주) 감자결정,감자결정,비트맥스(주) 주권매매거래정지(자본감소)
20260310,058450,한주에이알티,자본·조직변동,자본감소,1,한주에이알티(주) 주주총회소집결의,주주총회소집결의,한주에이알티(주) 주권매매거래정지(자본감소)
20260310,058450,한주에이알티,자본·조직변동,자본감소,0,한주에이알티(주) 감자결정,감자결정,한주에이알티(주) 주권매매거래정지(자본감소)
20260310,458870,씨어스,자본·조직변동,무상증자,0,(주)씨어스테크놀로지 무상증자결정,테크놀로지 무상증자결정,(주)씨어스테크놀로지 주권매매거래정지(무상증자)
20260311,012340,뉴인텍,자본·조직변동,자본감소,0,(주)뉴인텍 감자결정,감자결정,(주)뉴인텍 주권매매거래정지(자본감소)
20260311,276730,한울앤제주,자본·조직변동,자본감소,1,(주)한울앤제주 주주총회소집결의,주주총회소집결의,(주)한울앤제주 주권매매거래정지(자본감소)
20260311,276730,한울앤제주,자본·조직변동,자본감소,0,(주)한울앤제주 감자결정,감자결정,(주)한울앤제주 주권매매거래정지(자본감소)
20260312,018700,졸스,자본·조직변동,자본감소,0,(주)바른손 감자결정,감자결정,(주)바른손 주권매매거래정지(자본감소)
20260312,032800,판타지오,자본·조직변동,자본감소,0,(주)판타지오 감자결정,감자결정,(주)판타지오 주권매매거래정지(자본감소)
20260312,078860,아이오케이이엔엠,자본·조직변동,자본감소,0,(주)스테이지원엔터 감자결정,감자결정,(주)스테이지원엔터 주권매매거래정지(자본감소)
20260312,096690,에이루트,자본·조직변동,자본감소,0,(주)에이루트 감자결정,감자결정,(주)에이루트 주권매매거래정지(자본감소)
20260313,036090,위지트,자본·조직변동,자본감소,0,(주)위지트 감자결정,감자결정,(주)위지트 주권매매거래정지(자본감소)
20260313,066900,디에이피,부실·위험,관리종목지정우려,0,(주)디에이피 기타시장안내(관리종목지정우려종목),기타시장안내,(주)디에이피 주권매매거래정지(관리종목지정우려)
20260313,066900,디에이피,부실·위험,관리종목지정우려,0,(주)디에이피 내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,(주)디에이피 주권매매거래정지(관리종목지정우려)
20260313,123840,뉴온,자본·조직변동,자본감소,0,(주)뉴온 감자결정(무상감자),감자결정,(주)뉴온 주권매매거래정지(자본감소)
20260316,049180,셀루메드,부실·위험,투자자 보호,1,(주)셀루메드 기타시장안내(상장적격성 실질심사 사유발생 우려 안내),기타시장안내,(주)셀루메드 주권매매거래정지(투자자 보호)
20260316,049180,셀루메드,부실·위험,투자자 보호,1,(주)셀루메드 내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,(주)셀루메드 주권매매거래정지(투자자 보호)
20260316,052300,오션인더블유,자본·조직변동,자본감소,0,(주)오션인더블유 감자결정(무상감자),감자결정,(주)오션인더블유 주권매매거래정지(자본감소)
20260316,068240,다원시스,부실·위험,투자자보호,0,"(주)다원시스 기타시장안내(상장폐지사유 및 상장적격성 실질심사사유 발생 우려, 관리종목 지정사유 발생 우려 안내)",기타시장안내,(주)다원시스 주권매매거래정지(투자자보호)
20260316,068240,다원시스,부실·위험,투자자보호,0,(주)다원시스 내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,(주)다원시스 주권매매거래정지(투자자보호)
20260316,069920,엑시온그룹,자본·조직변동,자본감소,0,(주)엑시온그룹 감자결정,감자결정,(주)엑시온그룹 주권매매거래정지(자본감소)
20260316,377030,비트맥스,부실·위험,관리종목지정사유발생,1,비트맥스(주) 감사보고서 제출,감사보고서 제출,비트맥스(주) 주권매매거래정지(관리종목지정사유발생)
20260317,101400,엔시트론,자본·조직변동,자본감소,0,엔시트론(주) 감자결정,감자결정,엔시트론(주) 주권매매거래정지(자본감소)
20260320,294140,레몬,부실·위험,관리종목지정사유발생,0,(주)레몬 감사보고서 제출,감사보고서 제출,(주)레몬 주권매매거래정지(관리종목지정사유발생)
20260323,023440,제이스코홀딩스,부실·위험,풍문 또는 보도 관련,0,제이스코홀딩스(주) 조회공시요구(풍문또는보도)(감사의견 비적정설),조회공시요구,제이스코홀딩스(주) 주권매매거래정지(풍문 또는 보도 관련)
20260323,044180,KD,부실·위험,상장폐지 사유발생,1,KD(주) 기타시장안내(상장폐지 관련),기타시장안내,KD(주) 주권매매거래정지(상장폐지 사유발생)
20260323,044180,KD,부실·위험,상장폐지 사유발생,1,KD(주) 투자주의환기종목지정(내부회계관리제도 비적정 등),투자주의환기종목지정,KD(주) 주권매매거래정지(상장폐지 사유발생)
20260323,044180,KD,부실·위험,상장폐지 사유발생,0,KD(주) 관리종목지정사유추가(상장폐지사유 발생),관리종목지정사유추가,KD(주) 주권매매거래정지(상장폐지 사유발생)
20260323,052770,아이톡시,부실·위험,풍문 또는 보도 관련,0,(주)아이톡시 조회공시요구(풍문또는보도)(감사의견 비적정설),조회공시요구,(주)아이톡시 주권매매거래정지(풍문 또는 보도 관련)
20260323,079950,인베니아,부실·위험,관리종목지정사유발생,0,인베니아(주) 감사보고서 제출,감사보고서 제출,인베니아(주) 주권매매거래정지(관리종목지정사유발생)
20260323,183490,엔지켐생명과학,부실·위험,풍문 또는 보도 관련,0,(주)엔지켐생명과학 조회공시요구(풍문또는보도)(감사의견 비적정설),조회공시요구,(주)엔지켐생명과학 주권매매거래정지(풍문 또는 보도 관련)
